project_id,project_progress,task_completion_rate,blocked_task_ratio,overdue_task_ratio,requirement_completion_rate,milestone_completion_rate,open_issue_count,critical_issue_count,api_test_failure_rate,avg_api_response_time_ms,technical_review_score,days_remaining,development_velocity,risk_level
DP-0877,31.43,36.54,0.09,2.62,20.57,25.39,3,0,13.69,256.96,86.79,28,3.97,MEDIUM
DP-0878,51.73,64.79,14.63,7.51,29.98,59.89,3,0,3.16,228.68,95.84,23,3.94,MEDIUM
DP-0879,89.36,75.7,3.57,0.0,94.79,95.93,0,0,0.0,120.58,88.71,38,5.48,LOW
DP-0880,35.06,38.89,1.46,20.96,38.69,45.21,6,0,13.21,220.46,85.15,18,3.7,MEDIUM
DP-0881,57.6,34.44,0.0,5.53,60.4,86.02,7,0,12.86,228.14,82.75,30,2.69,MEDIUM
DP-0882,53.57,40.76,15.12,13.21,46.96,48.61,4,0,8.86,80.0,79.98,40,3.68,MEDIUM
DP-0883,64.36,54.01,8.02,15.73,64.22,36.82,5,1,17.45,229.45,77.65,51,4.59,MEDIUM
DP-0884,70.91,63.51,0.0,0.0,41.21,84.49,2,1,11.67,125.07,76.98,7,4.69,MEDIUM
DP-0885,53.73,62.33,0.2,7.37,60.15,64.7,3,0,16.18,285.11,78.89,25,6.53,LOW
DP-0886,58.65,56.89,0.17,0.36,68.45,70.81,1,0,2.17,282.9,85.44,8,5.61,LOW
DP-0887,84.8,99.34,6.67,0.0,82.9,100.0,3,0,12.49,193.46,95.08,21,6.13,LOW
DP-0888,74.75,85.92,0.0,4.86,64.31,80.46,5,0,14.41,205.01,94.74,46,6.36,LOW
DP-0889,59.0,64.54,0.0,8.94,62.4,50.39,4,1,0.0,80.0,92.18,29,4.8,LOW
DP-0890,58.41,66.33,7.36,0.54,92.13,55.43,7,3,2.21,138.54,73.16,22,4.36,HIGH
DP-0891,48.46,37.86,4.84,0.0,34.93,50.45,7,0,12.61,177.05,84.15,34,3.75,MEDIUM
DP-0892,56.49,35.12,4.64,2.79,60.13,63.37,2,0,20.03,276.76,86.72,21,4.02,MEDIUM
DP-0893,69.77,83.63,4.48,6.96,73.35,33.93,3,0,14.53,149.53,74.48,31,7.0,LOW
DP-0894,71.79,90.03,7.45,0.55,86.46,63.44,3,0,13.42,211.0,71.79,48,6.05,MEDIUM
DP-0895,52.7,53.93,5.16,9.18,44.32,54.42,4,1,10.57,276.96,83.2,71,3.97,MEDIUM
DP-0896,82.28,65.18,2.49,4.87,68.71,86.24,1,0,5.3,206.37,94.66,38,4.86,LOW
DP-0897,92.26,91.47,0.0,7.82,84.78,100.0,2,0,7.63,108.48,86.58,21,7.13,LOW
DP-0898,24.31,19.73,6.85,0.23,11.21,12.9,5,0,0.0,231.13,85.52,20,2.46,MEDIUM
DP-0899,73.77,57.46,0.0,12.41,80.3,65.7,2,0,8.91,229.29,72.3,9,5.0,LOW
DP-0900,25.78,13.65,3.81,14.9,14.22,19.03,9,2,17.62,180.73,85.09,40,2.14,HIGH
DP-0901,49.58,38.57,2.12,5.14,50.58,65.32,1,1,9.6,124.89,79.7,14,3.55,MEDIUM
DP-0902,56.17,59.61,0.0,1.31,81.51,33.16,4,0,18.45,250.68,100.0,15,3.7,MEDIUM
DP-0903,80.03,94.36,4.8,0.0,71.97,81.28,2,0,10.46,201.57,72.79,53,7.08,LOW
DP-0904,77.99,87.38,5.92,5.79,68.83,64.06,5,1,16.72,269.02,79.66,27,6.95,LOW
DP-0905,38.48,38.1,4.82,0.0,24.32,36.94,4,0,6.44,320.21,90.06,17,3.99,MEDIUM
DP-0906,26.93,37.39,8.76,8.01,44.52,28.57,7,0,2.18,80.0,89.54,55,2.72,MEDIUM
DP-0907,77.49,91.64,11.03,5.2,80.8,74.42,2,0,10.55,250.61,92.86,11,6.51,LOW
DP-0908,53.56,33.06,4.39,8.78,40.84,45.85,1,0,4.83,92.54,85.51,43,3.68,LOW
DP-0909,89.56,100.0,3.02,0.0,86.85,75.3,0,0,5.58,162.05,87.47,16,7.72,LOW
DP-0910,43.38,59.77,11.76,3.22,44.09,42.63,3,1,0.81,174.01,78.79,52,3.68,MEDIUM
DP-0911,75.01,71.71,0.75,0.0,70.23,51.8,6,1,11.46,87.58,97.73,49,5.96,LOW
DP-0912,57.02,61.62,0.0,7.35,75.18,56.34,5,0,11.71,206.66,89.28,14,5.33,LOW
DP-0913,68.63,74.77,9.33,5.44,70.17,82.05,2,0,6.4,159.64,88.65,50,5.81,LOW
DP-0914,36.91,42.24,5.31,0.0,66.85,40.43,2,1,9.4,239.14,86.21,20,3.49,MEDIUM
DP-0915,64.93,52.09,5.45,12.91,66.79,80.02,3,0,4.82,154.46,68.93,41,4.24,LOW
DP-0916,71.14,56.44,4.3,11.82,83.2,97.08,4,0,13.68,114.93,73.4,36,4.86,MEDIUM
DP-0917,76.65,69.57,10.0,6.61,77.11,83.02,5,2,2.12,131.38,73.37,27,4.85,MEDIUM
DP-0918,69.87,70.3,11.83,0.0,81.1,64.86,4,2,17.06,80.0,72.57,26,4.74,MEDIUM
DP-0919,59.08,49.77,0.73,0.0,16.78,54.9,7,0,3.8,151.7,89.26,14,4.63,MEDIUM
DP-0920,59.2,71.03,1.53,12.26,69.63,65.84,5,0,9.64,294.82,81.42,18,6.13,MEDIUM
DP-0921,89.59,98.91,2.99,11.06,100.0,85.89,1,0,3.94,264.53,89.19,28,7.94,LOW
DP-0922,63.11,54.8,3.19,0.0,53.91,67.84,2,1,3.4,192.12,92.25,31,4.24,LOW
DP-0923,68.56,74.06,6.45,6.57,67.71,60.2,2,0,17.13,256.97,76.79,11,4.73,LOW
DP-0924,26.22,21.47,8.37,17.43,21.1,9.41,6,1,13.84,290.33,70.83,37,3.42,HIGH
DP-0925,74.46,81.39,2.51,8.49,56.38,66.66,3,0,0.0,228.7,79.13,32,6.54,LOW
DP-0926,58.61,66.84,0.0,8.38,66.57,80.99,7,0,8.35,260.56,75.34,36,5.9,LOW
DP-0927,73.42,69.23,2.92,0.0,87.66,48.07,3,0,6.13,180.23,97.44,33,5.18,LOW
DP-0928,56.38,52.79,2.91,11.84,58.7,60.3,7,1,12.46,167.24,75.13,21,4.18,MEDIUM
DP-0929,54.79,56.75,3.46,12.72,50.1,48.5,5,1,10.96,235.02,74.53,16,4.41,MEDIUM
DP-0930,85.48,97.82,0.0,6.43,96.9,100.0,1,0,9.74,227.75,84.86,32,6.35,LOW
DP-0931,79.3,79.84,0.43,4.56,75.55,69.8,5,1,5.39,139.35,78.61,35,6.07,LOW
DP-0932,62.91,73.71,0.0,0.0,82.7,72.43,1,0,10.18,241.19,93.23,57,5.83,LOW
DP-0933,44.89,51.15,9.63,5.4,68.73,54.64,3,0,0.0,212.57,73.8,18,3.81,LOW
DP-0934,87.36,58.71,4.65,0.0,97.01,99.45,1,0,9.4,142.49,82.5,42,3.31,LOW
DP-0935,60.83,68.12,6.39,0.0,70.99,60.96,1,0,4.55,291.38,82.06,35,3.39,MEDIUM
DP-0936,44.59,34.8,3.14,3.7,62.25,20.07,7,2,17.39,226.34,83.3,58,3.27,HIGH
DP-0937,72.96,72.53,2.23,11.71,74.74,93.64,4,1,0.0,156.25,90.23,20,5.13,LOW
DP-0938,65.04,69.22,0.0,6.28,66.66,76.25,6,0,9.02,80.0,84.53,77,5.34,LOW
DP-0939,59.57,67.5,8.91,7.12,51.47,49.46,4,0,14.58,191.49,81.36,23,4.28,LOW
DP-0940,41.72,28.68,4.34,7.73,32.97,31.55,3,0,9.16,190.77,84.54,38,2.91,MEDIUM
DP-0941,30.83,33.88,7.31,8.58,11.62,13.37,9,0,6.86,160.99,79.75,21,2.99,HIGH
DP-0942,61.54,71.33,0.48,3.73,56.97,69.06,3,1,12.98,341.37,80.23,35,5.34,MEDIUM
DP-0943,28.89,16.98,4.97,2.15,38.6,30.8,6,0,22.14,230.9,83.38,25,2.47,MEDIUM
DP-0944,90.84,85.96,1.07,2.98,89.19,100.0,0,0,3.68,147.8,93.32,16,6.23,LOW
DP-0945,93.21,97.96,6.95,2.5,100.0,85.45,3,0,1.37,118.41,97.55,22,6.33,LOW
DP-0946,21.02,34.12,7.76,7.3,5.0,8.53,5,2,18.64,219.8,80.18,38,3.63,HIGH
DP-0947,76.28,71.35,0.0,0.0,89.76,68.32,6,2,4.88,145.18,84.25,52,6.5,MEDIUM
DP-0948,30.27,45.01,11.23,18.94,29.47,34.96,6,0,22.56,304.94,77.82,11,4.43,MEDIUM
DP-0949,42.63,27.92,12.95,4.96,35.74,42.14,8,1,10.37,201.16,93.19,35,2.19,HIGH
DP-0950,68.17,81.55,0.0,4.75,89.81,84.68,1,0,7.74,194.45,80.33,27,7.34,LOW
DP-0951,61.78,59.54,0.69,8.31,50.34,61.81,3,0,10.54,284.21,88.02,21,4.37,LOW
DP-0952,19.9,23.62,4.85,11.48,27.61,2.95,7,1,6.95,281.76,79.1,11,3.24,HIGH
DP-0953,46.14,31.78,12.68,7.59,51.22,52.37,7,1,16.09,146.78,92.58,46,2.75,MEDIUM
DP-0954,68.0,93.81,0.16,6.78,69.87,59.07,1,0,3.43,193.66,94.05,35,5.36,LOW
DP-0955,59.69,36.44,15.52,10.97,55.63,62.23,2,0,9.31,226.75,81.32,29,3.72,LOW
DP-0956,47.32,48.82,4.77,19.23,45.61,28.71,8,0,8.75,242.0,100.0,33,4.39,MEDIUM
DP-0957,67.7,54.95,10.41,10.19,70.74,76.47,6,1,13.32,191.54,77.94,19,3.1,MEDIUM
DP-0958,51.35,46.65,0.0,17.78,41.43,49.35,2,0,11.33,192.5,94.36,22,3.98,LOW
DP-0959,42.04,37.32,0.0,5.89,42.41,33.61,3,0,3.61,87.62,92.06,29,3.76,LOW
DP-0960,60.31,66.07,2.87,0.0,62.38,74.88,4,1,0.0,171.95,83.82,60,5.66,LOW
DP-0961,67.01,64.73,5.84,0.0,73.73,97.65,5,0,10.75,111.02,87.2,8,4.65,LOW
DP-0962,73.65,69.45,0.0,3.12,75.29,80.41,2,0,3.4,285.94,87.86,54,5.89,LOW
DP-0963,80.25,79.2,4.51,1.78,70.15,97.1,1,0,7.17,129.23,94.19,8,4.97,LOW
DP-0964,42.46,41.5,0.0,6.94,49.92,22.12,4,1,10.73,234.18,88.64,13,5.46,HIGH
DP-0965,26.84,39.26,7.55,12.86,22.89,2.74,3,0,13.44,266.79,77.74,26,3.23,HIGH
DP-0966,75.14,61.3,3.94,0.0,61.65,82.74,5,0,1.63,173.37,74.66,33,3.85,MEDIUM
DP-0967,90.16,100.0,0.0,0.0,100.0,64.61,2,0,1.72,137.55,96.96,17,7.49,LOW
DP-0968,55.87,55.07,0.0,6.78,22.44,59.34,2,0,10.11,166.45,85.77,19,4.56,LOW
DP-0969,44.31,41.26,0.0,1.75,43.03,39.85,6,0,15.26,197.62,89.93,60,4.34,LOW
DP-0970,17.36,25.7,8.81,6.71,7.37,0.0,7,2,18.44,347.29,73.48,20,1.67,HIGH
DP-0971,33.98,15.32,11.17,8.53,11.27,33.39,4,0,8.94,217.74,87.21,36,3.03,MEDIUM
DP-0972,43.75,56.15,0.0,2.29,60.19,63.22,3,0,0.0,144.87,83.3,9,5.39,MEDIUM
DP-0973,47.38,33.43,8.87,7.4,38.07,49.26,6,1,11.85,267.56,84.11,16,3.68,MEDIUM
DP-0974,64.99,60.15,0.0,8.11,63.04,28.74,2,0,1.59,164.75,91.58,31,3.95,MEDIUM
DP-0975,64.04,65.59,0.0,3.76,64.89,57.58,2,1,0.0,127.65,79.15,14,4.94,LOW
DP-0976,54.9,56.97,6.6,7.08,35.11,38.57,3,0,13.62,193.61,79.41,46,4.61,MEDIUM
DP-0977,69.87,69.39,6.55,7.01,98.05,51.33,4,0,2.25,270.23,78.4,95,4.76,LOW
DP-0978,84.3,67.27,0.0,3.72,76.17,99.06,0,0,8.18,289.81,81.38,33,5.83,LOW
DP-0979,46.6,50.6,0.0,3.72,63.78,72.38,4,1,14.34,363.49,81.62,24,5.8,MEDIUM
DP-0980,81.15,80.7,0.0,5.4,80.62,87.71,5,0,2.78,230.86,91.6,16,5.89,LOW
DP-0981,43.56,46.52,4.43,0.0,57.97,42.44,4,1,11.68,178.34,81.74,42,3.44,MEDIUM
DP-0982,85.96,100.0,0.0,8.0,83.3,94.67,4,0,3.13,326.84,86.32,32,7.36,LOW
DP-0983,21.36,25.33,15.64,16.66,21.44,46.09,5,2,13.01,116.97,71.52,36,1.1,HIGH
DP-0984,28.63,22.42,2.99,15.77,34.57,43.16,4,0,19.13,236.8,82.71,16,2.49,HIGH
DP-0985,48.16,58.76,7.79,12.03,35.77,39.43,3,0,15.13,211.28,90.3,9,5.31,LOW
DP-0986,58.88,72.9,0.0,6.03,69.68,68.07,7,2,8.03,182.83,77.71,12,5.75,MEDIUM
DP-0987,77.68,85.3,0.0,0.0,64.85,100.0,1,0,1.71,146.23,85.53,40,5.78,LOW
DP-0988,58.26,59.49,8.6,0.0,77.65,60.5,3,1,3.82,179.05,98.31,33,4.39,LOW
DP-0989,48.25,62.74,0.0,3.29,54.77,32.17,4,0,6.2,198.66,83.26,37,5.17,LOW
DP-0990,68.8,85.0,0.0,0.0,70.67,62.7,2,0,0.0,231.65,82.14,38,6.72,LOW
DP-0991,47.73,26.13,0.0,0.0,56.39,34.43,3,0,11.75,216.74,89.0,32,2.99,MEDIUM
DP-0992,33.73,36.99,11.34,2.74,39.08,31.14,1,0,18.21,243.83,87.16,26,5.51,LOW
DP-0993,47.84,58.14,7.36,3.76,52.53,61.5,2,0,4.08,191.3,89.06,25,5.23,LOW
DP-0994,88.1,85.55,5.78,3.06,83.43,97.96,2,0,8.26,248.01,88.04,12,5.36,LOW
DP-0995,85.55,100.0,8.24,0.0,90.91,91.91,6,0,8.0,241.36,86.03,41,6.17,LOW
DP-0996,72.91,91.39,15.45,0.0,74.77,81.18,3,0,14.29,297.03,78.02,13,5.05,MEDIUM
DP-0997,64.68,66.66,4.58,3.6,72.44,59.38,3,0,13.23,231.48,75.57,5,5.24,MEDIUM
DP-0998,77.35,79.82,0.0,0.0,74.64,48.76,2,1,8.22,221.62,76.69,33,6.2,LOW
DP-0999,80.7,67.31,6.59,3.83,85.47,90.02,3,0,0.66,208.25,86.41,14,4.99,LOW
DP-1000,61.32,42.78,8.74,2.55,56.17,70.83,3,0,15.48,186.26,95.23,46,2.1,LOW
DP-1001,69.7,72.58,0.0,0.77,70.96,82.56,8,0,16.34,284.4,86.77,50,4.69,MEDIUM
DP-1002,72.43,79.85,11.4,5.65,89.61,84.92,0,0,14.77,309.38,92.28,7,6.63,LOW
DP-1003,27.81,32.89,9.26,13.44,38.23,47.35,2,0,22.6,143.07,81.0,49,1.89,MEDIUM
DP-1004,74.92,78.08,3.77,9.46,63.73,77.41,3,0,14.98,137.18,85.66,10,5.55,LOW
DP-1005,26.5,31.28,5.54,11.57,17.11,41.76,6,0,9.01,127.39,94.84,40,2.12,MEDIUM
DP-1006,57.22,61.81,7.81,4.82,38.24,62.18,6,1,10.06,162.86,92.58,22,5.34,MEDIUM
DP-1007,48.97,64.65,0.85,3.43,33.36,55.13,5,1,6.75,307.76,68.23,14,5.39,MEDIUM
DP-1008,44.75,62.09,1.18,1.48,34.22,59.17,5,0,0.0,216.46,93.98,17,4.97,LOW
DP-1009,38.72,38.07,1.61,0.0,32.99,64.85,7,0,13.1,320.08,96.13,14,1.58,HIGH
DP-1010,70.48,66.54,0.0,9.08,90.56,82.3,4,0,12.06,80.0,84.38,20,4.42,LOW
DP-1011,63.36,41.46,0.0,0.0,55.71,84.35,5,0,0.0,133.85,88.71,27,3.38,LOW
DP-1012,79.83,65.56,0.24,5.9,67.48,91.21,5,0,3.76,140.99,92.13,25,6.03,LOW
DP-1013,41.54,64.21,0.0,0.0,33.29,23.86,9,0,6.08,240.47,91.6,37,5.6,LOW
DP-1014,33.63,24.59,6.78,9.39,5.0,40.98,4,2,9.66,232.86,92.17,19,3.81,HIGH
DP-1015,73.38,74.33,0.0,0.0,68.71,83.18,0,0,7.82,206.43,91.69,45,5.25,LOW
DP-1016,49.21,55.62,4.98,3.07,69.85,18.47,6,0,0.0,113.0,95.19,39,5.48,LOW
DP-1017,73.96,70.74,0.0,13.91,58.87,81.04,6,0,2.01,326.55,89.53,77,5.0,LOW
DP-1018,41.13,24.72,1.59,17.29,58.28,40.78,6,0,5.09,187.11,76.56,24,2.51,MEDIUM
DP-1019,59.63,69.76,0.67,7.3,70.37,51.37,4,0,4.56,209.45,73.67,21,5.02,LOW
DP-1020,34.33,41.48,2.82,12.51,58.42,18.04,5,1,12.85,395.93,83.04,68,2.69,HIGH
DP-1021,52.71,56.84,0.0,2.37,37.86,40.51,2,0,8.42,283.13,96.84,11,5.12,MEDIUM
DP-1022,57.95,54.85,8.32,9.73,62.85,56.78,6,0,3.66,80.0,75.22,24,3.04,MEDIUM
DP-1023,33.46,43.41,8.97,9.62,40.38,29.2,6,2,9.97,152.89,72.83,44,4.51,HIGH
DP-1024,54.37,35.28,7.62,0.0,68.95,63.05,1,0,9.99,191.15,84.96,35,3.49,LOW
DP-1025,26.37,31.85,2.81,1.27,37.41,13.4,7,1,11.21,173.01,91.13,12,1.8,HIGH
DP-1026,43.38,34.46,1.31,8.46,55.58,37.79,3,1,13.58,303.9,81.5,25,2.35,LOW
DP-1027,59.31,57.8,0.0,4.3,50.59,51.71,4,0,15.38,317.41,92.84,29,4.49,MEDIUM
DP-1028,87.13,80.11,0.0,3.51,99.39,99.89,1,0,0.0,97.32,94.58,14,6.04,LOW
DP-1029,53.66,52.88,10.66,9.02,61.0,64.78,4,0,17.0,185.38,87.3,40,3.67,MEDIUM
DP-1030,71.26,66.03,0.0,7.94,74.62,70.81,1,0,4.53,162.87,93.52,8,5.01,LOW
DP-1031,53.79,55.07,0.96,11.47,67.04,87.39,2,0,19.72,172.42,82.16,59,5.16,LOW
DP-1032,25.9,50.38,5.91,19.76,45.32,20.0,6,1,10.44,132.86,80.19,54,4.18,MEDIUM
DP-1033,28.16,34.63,6.95,6.48,19.54,47.18,4,1,21.71,188.35,87.36,43,2.95,HIGH
DP-1034,98.0,95.5,4.08,18.47,91.93,100.0,0,0,12.6,328.89,80.55,25,5.97,LOW
DP-1035,47.75,59.64,8.55,10.24,56.76,58.76,3,0,11.82,191.29,95.82,18,3.44,MEDIUM
DP-1036,83.52,84.74,3.06,2.94,82.21,79.69,2,0,8.45,199.11,77.76,31,5.93,LOW
DP-1037,35.33,41.15,7.33,13.99,45.18,49.02,4,0,2.94,190.66,85.72,54,3.97,MEDIUM
DP-1038,35.97,35.97,9.24,3.85,25.18,51.38,9,4,10.86,198.4,74.46,20,3.93,HIGH
DP-1039,66.25,58.25,8.02,0.0,47.57,100.0,2,0,12.5,187.97,92.04,72,3.24,LOW
DP-1040,44.15,33.87,4.15,0.73,39.5,29.2,1,0,15.85,196.23,88.38,40,2.95,MEDIUM
DP-1041,48.37,40.63,3.41,7.32,47.55,70.14,3,0,15.9,190.1,76.68,14,4.5,MEDIUM
DP-1042,75.03,75.4,0.0,12.38,74.07,93.84,6,0,0.0,103.24,75.45,43,5.68,LOW
DP-1043,59.51,45.46,3.41,13.88,63.26,55.0,2,0,13.27,208.07,73.2,43,4.75,LOW
DP-1044,89.19,68.32,0.0,0.0,74.69,71.4,5,0,13.27,286.45,75.87,46,5.32,LOW
DP-1045,29.15,45.72,5.1,6.47,34.1,37.08,7,2,13.57,177.64,84.48,11,4.38,HIGH
DP-1046,73.05,86.27,2.29,3.08,80.5,90.28,1,0,4.7,87.07,100.0,16,6.63,LOW
DP-1047,46.47,39.7,0.0,2.45,50.88,57.95,1,0,15.84,226.24,83.32,48,4.47,MEDIUM
DP-1048,37.27,20.21,2.34,2.73,31.18,41.23,4,1,11.57,237.45,95.38,33,2.71,HIGH
DP-1049,66.39,74.96,3.83,6.42,69.16,81.86,3,0,3.3,145.74,88.12,71,3.73,LOW
DP-1050,30.96,14.36,0.74,9.79,34.9,13.56,1,0,10.64,292.54,97.09,34,1.07,MEDIUM
DP-1051,41.24,45.07,2.17,5.56,59.2,53.41,1,0,9.67,190.46,75.67,6,3.25,HIGH
DP-1052,23.54,17.52,15.79,8.42,23.48,32.9,9,0,18.09,270.48,78.66,10,1.79,HIGH
DP-1053,41.57,63.05,4.79,0.01,41.35,52.27,9,2,9.51,206.82,87.3,67,4.12,HIGH
DP-1054,57.75,41.93,7.89,0.0,47.16,54.59,3,0,16.98,370.23,87.49,24,2.62,MEDIUM
DP-1055,74.17,78.36,4.19,0.0,78.35,75.71,2,1,9.14,275.4,84.21,91,5.88,LOW
DP-1056,52.74,65.26,0.97,7.69,49.23,47.05,7,1,15.27,182.34,83.27,45,4.39,MEDIUM
DP-1057,75.05,75.65,2.49,5.3,91.47,81.53,5,0,2.66,103.95,83.73,62,4.86,LOW
DP-1058,86.56,100.0,0.0,0.0,94.96,78.1,4,1,5.45,182.79,87.18,11,6.22,LOW
DP-1059,48.57,61.66,3.91,3.21,33.04,52.36,7,0,11.93,192.26,76.28,74,4.36,MEDIUM
DP-1060,50.51,39.69,2.44,0.0,60.63,27.83,1,0,10.06,226.33,90.12,17,2.36,MEDIUM
DP-1061,41.49,51.59,6.07,6.57,58.04,51.29,3,2,16.43,246.01,88.73,25,3.25,MEDIUM
DP-1062,55.23,61.01,8.93,15.28,44.81,41.35,3,0,14.65,175.01,86.99,55,4.32,MEDIUM
DP-1063,68.6,75.23,2.34,0.0,55.23,48.96,1,0,9.49,174.63,87.62,13,6.32,LOW
DP-1064,83.97,100.0,12.49,3.88,82.08,29.89,2,0,0.0,250.59,91.91,20,6.36,LOW
DP-1065,73.1,71.68,0.0,3.34,60.92,74.21,3,1,1.93,116.31,89.88,21,5.4,LOW
DP-1066,43.25,49.49,14.19,6.12,15.34,57.61,2,1,14.04,80.0,71.74,17,4.37,MEDIUM
DP-1067,26.0,11.6,9.27,11.83,5.0,27.64,3,1,13.7,366.28,80.75,18,3.21,HIGH
DP-1068,60.8,75.42,5.61,7.66,54.64,75.38,4,0,10.61,183.08,82.4,11,5.04,LOW
DP-1069,58.29,85.27,1.6,2.48,60.99,58.59,6,1,1.27,261.34,95.21,27,6.92,MEDIUM
DP-1070,84.49,85.98,0.0,0.0,63.06,79.18,4,0,0.0,80.0,95.96,27,8.0,LOW
DP-1071,25.46,46.06,6.09,5.95,54.55,37.03,7,1,20.09,224.12,77.65,11,2.78,HIGH
DP-1072,70.4,77.92,0.0,0.0,64.64,85.93,2,1,4.81,220.44,76.05,46,5.37,LOW
DP-1073,68.12,69.62,4.6,0.0,60.38,74.23,3,0,6.67,168.71,88.52,20,3.38,LOW
DP-1074,48.38,48.01,9.32,3.81,39.26,38.76,3,1,17.78,158.93,94.47,38,2.93,HIGH
DP-1075,38.54,63.64,2.87,2.86,40.76,59.19,7,1,25.74,291.34,74.72,5,5.44,HIGH
DP-1076,23.14,5.97,6.91,5.63,30.56,6.39,5,1,10.81,181.43,76.97,45,1.69,HIGH
DP-1077,46.04,34.56,2.53,5.55,39.26,67.01,9,4,12.2,265.88,81.36,37,2.99,HIGH
DP-1078,73.13,75.87,2.18,0.63,71.05,50.03,5,0,5.17,80.0,84.47,26,6.42,LOW
DP-1079,43.76,52.05,0.0,6.85,41.62,56.2,5,1,6.5,241.92,89.74,60,4.82,MEDIUM
DP-1080,60.08,64.01,0.93,13.14,70.98,50.96,2,0,10.65,194.64,89.78,41,4.63,LOW
DP-1081,41.56,37.37,0.0,4.37,37.94,52.69,4,0,13.79,209.72,94.57,14,3.66,HIGH
DP-1082,82.23,75.34,3.97,0.0,96.36,69.31,6,0,13.11,267.35,97.5,22,5.72,LOW
DP-1083,59.87,58.8,1.77,6.98,61.97,42.63,1,0,10.79,219.43,84.04,62,5.82,LOW
DP-1084,68.27,74.72,4.05,1.4,32.72,79.25,4,0,3.5,219.74,73.44,54,5.29,LOW
DP-1085,95.71,100.0,0.0,0.0,93.82,100.0,2,0,0.71,194.0,99.19,37,7.74,LOW
DP-1086,27.22,22.45,7.86,7.58,9.86,33.01,4,1,14.75,209.18,78.3,13,3.31,HIGH
DP-1087,30.89,15.42,6.26,9.95,17.71,20.48,5,1,10.47,260.66,80.8,29,0.57,HIGH
DP-1088,47.59,63.24,16.69,10.07,52.79,44.37,5,2,12.54,275.46,74.88,22,3.95,HIGH
DP-1089,37.52,60.56,1.87,9.46,38.24,36.56,3,1,14.74,228.09,79.36,6,2.89,MEDIUM
DP-1090,29.96,39.65,5.13,12.73,22.19,16.28,4,2,19.43,118.49,71.62,34,3.03,HIGH
DP-1091,73.74,72.14,4.24,12.43,75.1,65.46,6,1,7.48,239.32,79.74,34,5.6,LOW
DP-1092,21.11,13.97,0.0,9.27,12.3,29.67,6,2,9.76,169.97,80.97,31,2.4,HIGH
DP-1093,56.2,48.25,4.74,4.9,54.61,71.29,4,1,13.11,190.36,73.33,26,3.63,HIGH
DP-1094,63.76,67.48,4.5,0.0,60.17,63.27,7,1,8.14,107.21,84.0,17,5.31,MEDIUM
DP-1095,85.08,85.75,1.26,16.16,88.04,73.57,6,0,5.78,143.14,83.31,27,5.75,MEDIUM
DP-1096,30.27,32.68,0.3,8.46,43.55,32.85,6,3,0.78,194.79,74.46,5,1.92,HIGH
DP-1097,60.26,44.25,0.0,5.55,34.95,64.08,8,2,10.15,154.25,88.25,57,4.73,HIGH
DP-1098,71.88,66.41,2.64,0.26,80.4,84.53,4,0,0.0,139.36,87.65,37,5.5,LOW
DP-1099,46.22,54.06,1.28,0.48,52.1,35.7,0,0,9.95,153.4,83.55,23,5.54,MEDIUM
DP-1100,47.42,33.58,8.39,10.21,37.9,78.06,4,1,6.38,156.73,88.39,15,2.54,MEDIUM
DP-1101,49.32,23.53,2.44,11.68,57.22,31.41,6,0,5.66,154.04,93.84,28,1.26,MEDIUM
DP-1102,61.01,46.08,5.3,0.0,60.84,41.74,3,1,2.76,139.17,85.15,47,3.47,LOW
DP-1103,52.59,54.14,11.52,9.1,56.16,51.31,5,1,21.09,226.82,71.27,23,2.67,MEDIUM
DP-1104,72.05,84.43,5.2,11.04,76.74,94.5,1,0,9.41,224.23,85.06,37,7.05,LOW
DP-1105,69.25,74.92,0.0,0.0,70.34,70.49,4,1,14.09,174.81,72.96,47,5.86,MEDIUM
DP-1106,24.52,25.9,7.22,9.67,5.0,54.4,4,0,16.08,229.06,84.55,13,3.28,HIGH
DP-1107,50.47,51.73,3.89,1.57,58.7,50.94,3,0,3.32,218.64,74.59,76,3.21,MEDIUM
DP-1108,63.44,62.54,0.0,5.47,58.62,79.5,3,0,6.69,183.29,90.57,16,5.04,LOW
DP-1109,35.52,31.08,13.06,10.37,59.16,35.08,6,3,16.75,185.84,74.28,39,1.96,HIGH
DP-1110,78.7,85.67,0.0,4.95,56.12,90.35,2,0,13.15,132.49,78.38,32,6.38,LOW
DP-1111,29.9,44.98,8.52,10.44,53.21,29.84,3,0,12.76,215.95,90.47,10,2.64,HIGH
DP-1112,48.88,58.28,7.39,0.0,49.67,47.11,3,1,6.89,203.26,73.49,30,3.93,LOW
DP-1113,33.54,34.81,8.7,6.1,35.65,69.37,3,1,17.16,220.67,81.49,11,2.09,MEDIUM
DP-1114,29.44,28.37,0.0,6.47,13.0,18.27,3,1,24.87,154.05,84.94,22,4.3,MEDIUM
DP-1115,68.11,65.48,0.0,0.94,78.53,73.51,1,0,14.43,336.1,99.73,14,4.93,LOW
DP-1116,70.86,75.82,5.37,3.74,66.63,92.63,3,2,7.45,219.17,90.14,25,5.42,MEDIUM
DP-1117,51.53,29.28,8.98,0.0,45.81,38.75,2,0,14.76,186.02,79.36,12,4.23,MEDIUM
DP-1118,74.97,61.85,0.0,0.6,65.81,78.04,1,0,7.77,205.55,82.51,61,4.0,LOW
